951;Van Mechelen;1257
953;Goeminne;1256
954;Humblet;1253
955;Constant;1251
955;Vande Velde;1251
957;De Vlieger;1250
957;Liu;1250
959;Ghislain;1249
959;Van Aerschot;1249
961;Lefèbvre;1248
961;Mehmed;1248
961;Verplancke;1248
964;De Munck;1247
964;Persoons;1247
966;Kempeneers;1245
967;Bolle;1244
968;Beelen;1243
969;Broos;1242
969;Verachtert;1242
971;Laloux;1241
972;Cocquyt;1240
973;Boeykens;1239
973;Dejonckheere;1239
975;Depoortere;1237
976;Schmit;1236
977;Haeck;1235
977;Platteau;1235
979;Van Cutsem;1234
980;Coussement;1233
980;Deroo;1233
980;Tavernier;1233
980;Van Dam;1233
984;De Becker;1230
985;Maesen;1229
985;Vanderhaegen;1229
985;Weber;1229
988;De Haes;1228
988;Geysen;1228
990;Aslan;1227
991;Balde;1226
992;Cappelle;1224
992;Marlier;1224
992;Van Cauwenbergh;1224
995;Kesteloot;1223
995;Müller;1223
995;Nollet;1223
995;Raskin;1223
999;Bouchat;1221
999;Debacker;1221
999;Gevers;1221
999;Knaepen;1221
1003;Bloemen;1220
1003;Marin;1220
1005;Kara;1219
1006;Rizzo;1216
1007;Cool;1213
1008;Leduc;1212
1009;Jespers;1211
1009;Lesage;1211
1009;Muylaert;1211
1012;Wéry;1210
1013;Achten;1209
1013;Bouillon;1209
1015;De Potter;1207
1015;De Rouck;1207
1015;Vander Elst;1207
1018;Evens;1206
1019;Menten;1205
1020;Vantomme;1204
1021;Lambotte;1200
1021;Vincke;1200
1023;Van der Elst;1199
1024;Eyckmans;1197
1025;Bijnens;1195
1026;Lootens;1194
1027;Moortgat;1193
1028;Avci;1192
1028;Gillain;1192
1030;Ahmad;1191
1030;Beeckmans;1191
1032;Buytaert;1190
1032;Panis;1190
1034;Creemers;1189
1034;Gielis;1189
1034;Ruelle;1189
1034;Van Riet;1189
1038;Schoeters;1188
1038;Van Calster;1188
1040;Taelman;1185
1041;Van den Abbeele;1184
1042;Vandormael;1183
1043;Michels;1182
1044;George;1181
1044;Hajji;1181
1046;Chapelle;1180
1047;Spiessens;1179
1047;Vandoorne;1179
1047;Verschaeve;1179
1050;Baes;1176
1050;D'Haese;1176
1052;Verdoodt;1175
1053;De Ceuster;1174
1053;Vandebroek;1174
1055;Geeroms;1173
1055;Hannes;1173
1055;Kindt;1173
1055;Matagne;1173
1059;Impens;1172
1059;Liénard;1172
1059;Mignon;1172
1062;Saidi;1171
1063;Verschuere;1170
1064;Delhez;1168
1064;Leblanc;1168
1066;Halleux;1167
1066;Vandevenne;1167
1066;Vekemans;1167
1069;De Poorter;1166
1069;De Troyer;1166
1071;Messiaen;1165
1071;Persyn;1165
1073;De Vreese;1164
1073;Guns;1164
1075;Coulon;1163
1075;Duquesne;1163
1075;Geers;1163
1075;Van de Putte;1163
1079;Lefever;1160
1080;Braet;1159
1081;Schoonjans;1158
1082;Culot;1157
1082;Krasniqi;1157
1084;De Visscher;1155
1085;Van Peteghem;1154
1086;Dooms;1153
1086;Frederickx;1153
1088;Daelemans;1152
1089;Karaca;1151
1090;Meganck;1150
1090;Petitjean;1150
1090;Scheerlinck;1150
1090;Van Lancker;1150
1094;Gerits;1149
1095;Grosjean;1147
1096;Devillers;1146
1097;Henderickx;1145
1098;Van den Branden;1144
1099;Boons;1143
1100;Bosch;1142
1100;De Wispelaere;1142
1102;Geyskens;1141
1102;Maquet;1141
1104;Goessens;1139
1104;Schellekens;1139
1106;Dirkx;1138
1107;Deltour;1137
1107;Deschamps;1137
1107;Durant;1137
1110;Vertommen;1135
1111;Closset;1134
1112;De Beule;1133
1112;Van Hout;1133
1112;Verhasselt;1133
1115;Lorent;1131
1116;Libbrecht;1129
1116;Rasschaert;1129
1118;Van Roey;1128
1119;Ahmadi;1127
1120;Goeman;1126
1121;De Doncker;1124
1122;Delattre;1122
1122;Depauw;1122
1122;Vanwynsberghe;1122
1125;Van Den Bossche;1120
1126;Tielens;1119
1126;Vandewiele;1119
1128;Degrande;1118
1128;Van Dingenen;1118
1130;Van Herreweghe;1116
1131;Caron;1115
1132;Ameye;1113
1132;Coolen;1113
1132;Cremers;1113
1135;Duran;1112
1136;Frère;1109
1137;Lebon;1108
1138;Verbelen;1107
1139;Köse;1106
1140;Bonne;1104
1140;Collart;1104
1140;Vandorpe;1104
1143;Bas;1103
